id,climate,moisture,land_use_type,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables  5.5, 6.2, and 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2006), Volume 4 AFOLU, table 5.5"
512,Boreal,Moist,Tea,0.72,0.5616,0.8784,
511,Boreal,Moist,Rubber,0.72,0.5616,0.8784,
510,Boreal,Moist,Oil Palm,0.72,0.5616,0.8784,
509,Boreal,Moist,Other Land,0.33,N/A,N/A,
508,Boreal,Moist,Silvopasture,0.72,0.5616,0.8784,
507,Boreal,Moist,Silvoarable,0.72,0.5616,0.8784,
506,Boreal,Moist,Shaded Perennial,0.72,0.5616,0.8784,
505,Boreal,Moist,Parkland,0.72,0.5616,0.8784,
504,Boreal,Moist,Multistrata,0.72,0.5616,0.8784,
503,Boreal,Moist,Hedgerow,0.72,0.5616,0.8784,
502,Boreal,Moist,Perennial Fallow,0.72,0.5616,0.8784,
501,Boreal,Moist,Alley Cropping,0.72,0.5616,0.8784,
500,Boreal,Moist,Agroforestry - Default,0.72,0.5616,0.8784,
499,Boreal,Moist,Other Land (Non-Vegetated),1,N/A,N/A,
498,Boreal,Moist,Grassland,1,0.5,1.5,
497,Boreal,Moist,Flooded Rice,1.35,1.296,1.404,
495,Boreal,Moist,Annual Cropland,0.7,0.6688,0.8512,
494,Boreal,Dry,Vine,0.72,0.5616,0.8784,
493,Boreal,Dry,Short Rotation Coppice,0.72,0.5616,0.8784,
492,Boreal,Dry,Orchard,0.72,0.5616,0.8784,
491,Boreal,Dry,Olive,0.72,0.5616,0.8784,
490,Boreal,Dry,Tea,0.72,0.5616,0.8784,
489,Boreal,Dry,Rubber,0.72,0.5616,0.8784,
488,Boreal,Dry,Oil Palm,0.72,0.5616,0.8784,
487,Boreal,Dry,Other Land,0.33,N/A,N/A,
486,Boreal,Dry,Silvopasture,0.72,0.5616,0.8784,
485,Boreal,Dry,Silvoarable,0.72,0.5616,0.8784,
484,Boreal,Dry,Shaded Perennial,0.72,0.5616,0.8784,
483,Boreal,Dry,Parkland,0.72,0.5616,0.8784,
482,Boreal,Dry,Multistrata,0.72,0.5616,0.8784,
481,Boreal,Dry,Hedgerow,0.72,0.5616,0.8784,
480,Boreal,Dry,Perennial Fallow,0.72,0.5616,0.8784,
479,Boreal,Dry,Alley Cropping,0.72,0.5616,0.8784,
478,Boreal,Dry,Agroforestry - Default,0.72,0.5616,0.8784,
477,Boreal,Dry,Other Land (Non-Vegetated),1,N/A,N/A,
476,Boreal,Dry,Grassland,1,0.5,1.5,
475,Boreal,Dry,Flooded Rice,1.35,1.296,1.404,
473,Boreal,Dry,Annual Cropland,0.77,0.6688,0.8512,
